word,meaning
hop,"vt. 搭乘
v. 单足跳跃
vi. 双足或齐足跳行
n. 蹦跳,跳跃；跳舞；一次飞行的距离"
impersonal,"n. 非人称动词；不具人格的事物
adj. 客观的；非个人的；没有人情味的；非人称的"
implementation,n.  实现；履行；安装启用
impractical,adj. 不切实际的，不现实的；不能实行的
inaccurate,adj. 错误的
inappropriate,adj. 不适当的；不相称的
indiscriminate,adj. 任意的；无差别的；不分皂白的
inefficient,adj. 无效率的，效率低的；无能的
inequity,n. 不公平，不公正
infancy,n. 初期；婴儿期；幼年
interference,n. 干扰，冲突；干涉
intervening,"v. 介入（intervene的ing形式）
adj. 介于中间的"
invoice,"n. 账单，发货单，收款请求
vt. 开发票；记清单"
knowledgeable,adj. 知识渊博的，有知识的；有见识的；聪明的
legally,adv. 合法地；法律上
lesser,"adj. 较少的；次要的；更小的
adv. 较少地；更小地；不及"
ligament,n. 韧带；纽带，系带
lip,"n. 嘴唇；边缘
vt. 以嘴唇碰
adj. 口头上的
vi. 用嘴唇"
manuscript,"n.  手稿；原稿
adj. 手写的"
marital,adj. 婚姻的；夫妇间的
mercy,n. 仁慈，宽容；怜悯；幸运；善行
notoriously,adv. 众所周知地；声名狼藉地；恶名昭彰地
obliged,"adj. 必须的；感激的；有责任的
v. 要求；约束；施恩惠（oblige的过去分词）"
orchard,n. 果园；果树林
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
overhang,"vi. 悬垂；逼近
vt. 悬于…之上；（危险、邪恶等）逼近
n. （船首或船尾）突出部分；悬垂部分"
overheads,n. 企业的日常管理费用；杂项开支；一般费用（overhead的复数）
overload,"vt. 超载，超过负荷
n. 超载；负荷过多"
overly,adv. 过度地；极度地
overrate,vt. 过高估计；对…估价过高
overuse,"n. 过度使用
vt. 把…使用过度"
par,"n. 标准；票面价值；平均数量
adj. 标准的；票面的"
partnership,n. 合伙； 合伙企业；合作关系；合伙契约
patch,"n. 眼罩；斑点；碎片；小块土地
vi. 打补丁
vt. 修补；解决；掩饰"
perceptual,adj. 知觉的；感知的；有知觉的
poisoning,"n. 中毒
v. 毒害（poison的ing形式）"
polluter,n. 污染者；污染源；污染物质
poster,n. 海报，广告；招贴
practicable,adj. 可用的；行得通的；可实行的
principally,adv. 主要地；大部分
privileged,"adj. 享有特权的；有特别恩典的
v. 给予…特权；免除（privilege的过去分词）"
procurement,n. 采购；获得，取得
prorate,"vt. （美）按比例分配
vi. 按比例分配"
purse,"n. (女士)手提袋；(国家、家庭、团体等的) 财力
vt. （嘴巴）皱起，使缩拢；撅嘴"
rectangular,adj. 矩形的；成直角的
regain,"n. 收复；取回
vt. 恢复；重新获得；收回
vi. 上涨"
relic,n. 遗迹，遗物；废墟；纪念物
saver,n. 救助者；节俭的人；节约装置
scepticism,n. 怀疑；怀疑论；怀疑主义
scientifically,adv. 系统地；合乎科学地；学问上
scream,"n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人
vi. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心
vt. 尖声喊叫；大叫大嚷着要求"
secrecy,n. 保密；秘密；隐蔽
seize,"vt. 抓住；夺取；理解；逮捕
vi. 抓住；利用；（机器）卡住"
shame,"n. 羞耻，羞愧；憾事，带来耻辱的人
vt. 使丢脸，使羞愧"
shiny,adj. 有光泽的，擦亮的；闪耀的；晴朗的；磨损的
sizeable,adj. 大的，相当大的
smart,adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的
soften,"vt. 使温和；使缓和；使变柔软
vi. 减轻；变柔和；变柔软"
spade,"n. 铁锹，铲子
vt. 铲；把……弄实抹平
vi. 铲"
spirit,"n. 精神；心灵；情绪；志气；烈酒
vt. 鼓励；鼓舞；诱拐"
spit,"n. 唾液
vi. 吐痰；吐口水；发出劈啪声
vt. 吐，吐出；发出；发射"
steering,"n. 操纵；指导；掌舵
v. 驾驶；掌舵（steer的ing形式）"
stir,"n. 搅拌；轰动
vi. 搅动；传播；走动
vt. 搅拌；激起；惹起"
stockpile,"n. 库存；积蓄
vt. 贮存；储蓄
vi. 积累；储备物资"
strand,"n. 线；串；海滨
vt. 使搁浅；使陷于困境；弄断；使落后
vi. 搁浅"
stunt,"n. 噱头，手腕；绝技
vt. 阻碍…的正常生长或发展
vi. 表演特技；作惊人表演"
stylish,adj. 时髦的；现代风格的；潇洒的
subjective,adj. 主观的；个人的；自觉的
subtlety,n. 微妙；敏锐；精明
subtropical,adj.  亚热带的
suction,n. 吸；吸力；抽吸
superficially,adv. 表面地；浅薄地
supervisory,adj. 监督的
surfing,"n. 冲浪游戏
v. 冲浪（surf的ing形式）"
sweat,"n. 汗；水珠；焦急；苦差使
vt. 使出汗；流出；使干苦活；剥削；藉出汗减轻；焦急地期待
vi. 出汗；辛苦工作；懊恼；结水珠"
symbolism,n. 象征，象征主义；符号论；记号
taper,"n. 细蜡烛，烛芯；逐渐变弱；锥形物
vi. 逐渐减少；逐渐变弱
vt. 逐渐减少；使成锥形"
taxation,n. 课税，征税；税款
terrestrial,"n. 陆地生物；地球上的人
adj. 地球的；陆地的， 陆生的；人间的"
terrific,adj. 极好的；极其的，非常的；可怕的
testimony,n.  证词，证言；证据
thrilled,"adj. 非常兴奋的；极为激动的
v. 激动（thrill的过去式）； 震颤"
tissue,"n. 组织；纸巾；薄纱；一套
vt. 饰以薄纱；用化妆纸揩去"
toss,"n. 投掷；摇荡；投掷的距离；掷币赌胜负
vt. 投掷；使…不安；突然抬起；使…上下摇动；与…掷币打赌
vi. 辗转；被乱扔；颠簸；掷钱币决定某事"
trainee,n. 练习生，实习生；受训者；新兵；训练中的动物
tube,"n. 管；电子管；隧道；电视机
vt. 使成管状；把…装管；用管输送
vi. 乘地铁；不及格"
ultraclean,adj.  超净的
unaided,adj. 未受协助的；无助的
urge,"n. 强烈的欲望，迫切要求；推动力
vi. 强烈要求
vt. 力劝，催促；驱策，推进"
vague,adj. 模糊的；含糊的；不明确的；暧昧的
vibration,n. 振动；犹豫；心灵感应
vice versa,"adv. 反之亦然；反过来也一样
 小爸爸大儿子；反过来亦然；反过来的"
vocal,"adj. 直言不讳的
adj. 歌唱的；声音的，有声的
n. 声乐作品；元音"
wag,"n. 摇摆；爱说笑打趣的人
vt. 摇摆；摇动；饶舌
vi. 摆动；喋喋不休；蹒跚而行"
warehouse,n. 仓库；货栈；大商店
waterfront,"n. 滩，海滨；水边
adj. 滨水区的"
weird,"n. （苏格兰）命运；预言
adj. 怪异的；不可思议的；超自然的"
abject,adj. 卑鄙的；可怜的；不幸的；（境况）凄惨的，绝望的
accentuate,vt. 强调；重读
acclimatise,vi.& vt. （使）服水土，（使）适应新气候或环境
acrobatic,adj. 杂技的；特技的
adjoin,"vt. 毗连，邻接
vi. 毗连，邻接"
adornment,n. 装饰；装饰品
aeration,n.  曝气；通风；充气
aeronautical,adj. 航空的；航空学的；飞机驾驶员的（等于aeronautic）
agreeable,adj. 令人愉快的；适合的；和蔼可亲的
airy,adj. 空气的；通风的；幻想的；轻快的；空中的
align,"vt. 使结盟；使成一行；匹配
vi. 排列；排成一行"
alleged,"v. 宣称（allege的过去式和过去分词）；断言
adj. 所谓的；声称的；被断言的"
alpine,adj. 阿尔卑斯山的，高山的
altruistic,adj. 利他的；无私心的
ambassador,n. 大使；代表；使节
amidst,prep. 在…当中
amplifier,n.  放大器，扩大器；扩音器
anatomist,n. 解剖学家；剖析者
appalling,"adj. 可怕的；令人震惊的
v. 使惊愕；惊吓（appal的ing形式）"
arena,n. 舞台；竞技场
assortment,n. 分类；混合物
audio-visual,adj. 视听的；视听教学的
automobile,"n. 汽车
vt. 驾驶汽车
"
awayday,"n. （不在工作场所的）外出研讨日
 息工日"
babyish,adj. 幼稚的；愚蠢的；适于婴儿的
backlash,"n. 反冲；强烈抵制
vt. 强烈反对；发生后冲"
backup,"n. 支持；后援；阻塞
adj. 支持的；候补的
vt. 做备份"
bale,"n. 包；捆；灾祸；不幸
v. 将 ... 打包"
basement,n. 地下室；地窖
bathing,"n. 沐浴；游泳；洗海水澡
v. 洗浴（bath的现在进行式）"
batter,"n. 击球手；（用鸡蛋、牛奶、面粉等调成的）糊状物；墙面的倾斜
vt. 猛击；打坏；使向上倾斜
vi. 接连猛击；向上倾斜"
baulk,"n. 错误；失败；障碍（等于balk）
vt. 阻止；错过；推诿（等于balk）
vi. 犹豫；（马等）突然止步不前（等于balk）"
bewildering,"adj. 使人困惑的；令人产生混乱的
v. 使迷惑（bewilder的ing形式）"
bleeper,n. 无线电传呼机
blink,"n. 眨眼；瞬间；闪光
vt. 眨眼；使…闪烁
vi. 眨眼；闪烁"
blonde,"n. 白肤金发碧眼的女人
adj. 亚麻色的；金色的；白皙的；白肤金发碧眼的"
booth,n. 货摊；公用电话亭
botanist,n. 植物学家
bout,n. 回合；较量；发作；一阵
breast,"n. 乳房，胸部；胸怀；心情
vt. 以胸对着；与…搏斗"
broker,"n. 经纪人，掮客
vt. 以中间人等身分安排...
vi. 作为权力经纪人进行谈判"
bumper,"n. 缓冲器，保险杆，减震物
adj. 丰盛的，丰富的
vt. 装满；为…祝酒
vi. 干杯"
bureaucratic,adj. 官僚的；官僚政治的
burglar,n. 夜贼，窃贼
bygone,"n. 过去的事
adj. 过去的"
capriciousness,n. 变幻莫测，变化无常
carefree,adj. 无忧无虑的；不负责的
carton,"n. 纸板箱；靶心白点
vt. 用盒包装
vi. 制作纸箱"
cartoon,"n. 卡通片， 动画片；连环漫画
vt. 为…画漫画
vi. 画漫画"
cavern,"n. 洞穴；凹处
vt. 挖空；置…于洞穴中"
cerebrospinal,adj.  脑脊髓的
chant,"n. 圣歌；赞美诗
vt. 唱；诵扬
vi. 唱歌；反复地唱歌"
chaplain,n. 牧师；专职教士
cheat,"n. 欺骗，作弊；骗子
vt. 欺骗；骗取
vi. 欺骗；作弊"
checklist,n. 清单；检查表；备忘录；目录册
chic,"n. 时髦；别致的款式
adj. 别致的"
cinematic,adj. 电影的；影片的
cipher,"n. 密码；暗号；零
vt. 计算；做算术；将…译成密码
vi. 使用密码；计算；做算术"
cling,vi. 坚持，墨守；紧贴；附着
coachload,n. 一客车的旅客
coffer,"n. 围堰；保险箱；金库；资金
vt. 把…放进箱柜；用平顶镶板装饰"
cognition,n. 认识；知识；认识能力
collectively,adv. 共同地，全体地
colonist,"n. 殖民者；殖民地居民；移民
adj. 殖民主义者的；奉行殖民主义的"
colourfast,adj. 不掉色的，不退色的
compression,n. 压缩，浓缩；压榨，压迫
concise,adj. 简明的，简洁的
congratulation,n. 祝贺；贺辞
containerization,n. 货柜运输
conversion,n. 转换；变换； 兑换；改变信仰
corps,n. 军团；兵种；兵队；（德国大学的）学生联合会
cortical,adj. 皮质的； 皮层的；外皮的
craze,"n. 狂热
vt. 使发狂；使产生纹裂
vi. 发狂；产生纹裂"
crystalline,adj. 透明的；水晶般的；水晶制的
curb,"n. 抑制；路边；勒马绳
vt. 控制；勒住"
curly,adj. 卷曲的；卷毛的；（木材）有皱状纹理的；蜷缩的
daunted,vt. 使气馁，使畏缩；威吓
dearth,n. 缺乏；饥馑；粮食不足
delightful,adj. 可爱的，可喜的；讨人喜欢的；令人愉快的
dementia,n.  痴呆
demographer,n.  人口统计学家，人口学家
denomination,n. 面额；名称；教派
deregulate,"vt. 解除对……的管制
vi. 解除控制"
diplomatic,adj. 外交的；外交上的；老练的
discontinue,"vt. 停止；使中止
vi. 停止，中断"
discouraging,"v. 沮丧（discourage的ing形式）；失去勇气
adj. 使人沮丧的；令人气馁的"
disgusting,"adj. 令人厌恶的
令人极不能接受的"
disillusioned,"v. 使幻想破灭（disillusion的过去分词）；唤醒
adj. 醒悟的；幻想破灭的；不抱幻想的"
disjunction,n. 分离；析取；分裂；折断
disorganised,adj. 组织混乱的，无系统的，杂乱无章的
dispiriting,"adj. 令人沮丧的；使人气馁的
v. 使沮丧；使气馁（dispirit的ing形式）"
disproportionately,adv. 不成比例地
distaste,"n. 厌恶；讨厌
vt. 厌恶；不喜欢
vi. 不喜欢"
dizziness,n. 头晕；头昏眼花
dot,"n. 点，圆点；嫁妆
vt. 加小点于
vi. 打上点"
downwind,"adj. 顺风的
adv. 顺风；在下风"
drab,"n. 浅褐色；无生气；邋遢；小额
adj. 单调的；土褐色的
vt. 使无生气
vi. 嫖妓"
drastic,"n. 烈性泻药
adj. 激烈的；猛烈的"
dual,"n. 双数；双数词
adj. 双的；双重的"
eagerly,adv. 急切地；渴望地；热心地
eccentricity,n. 古怪；怪癖； 离心率
edging,n. 边缘； 边饰
eligibility,n. 适任，合格；被选举资格
elitist,"n. 优秀人才；杰出人物
adj. 优秀人才的；杰出人才的"
eloquently,adv. 善辩地；富于表现力地
embarrassment,n. 窘迫，难堪；使人为难的人或事物；拮据
emblazoned,"adj. 装饰的；饰以纹章的
v. 饰以纹章（emblazon的过去式）"
embryonic,adj.  胚胎的；似胚胎的
emergent,adj. 紧急的；浮现的；意外的；自然发生的
enervation,n. 衰弱；虚弱；削弱；神经无力
equality,n. 平等；相等； 等式
ethereal,adj. 优雅的；轻飘的；缥缈的；超凡的
ethnicity,n. 种族划分
extracurricular,adj. 课外的；业余的；婚外的
extrusion,n. 挤出；推出；赶出；喷出
facilitator,n. 服务商；促进者
familiarise,vt. 使熟悉（等于familiarize）
farewell,"n. 告别，辞别；再见；再会
adj. 告别的
int. 别了！（常含有永别或不容易再见面的意思）；再会！"
filler,n. （杂志等的）补白；装填者；装填物；充填器
finitude,n. 有限；界限；限制
fledgling,n. 无经验的人；刚会飞的幼鸟
flimsy,"n. 薄纸；复写纸；打字纸
adj. 脆弱的；浅薄的；易损坏的；不周密的"
fluent,adj. 流畅的，流利的；液态的；畅流的
footage,n. 英尺长度；连续镜头；以尺计算长度
foregone conclusion,"na. 可预断的结果
 必然结果；不可避免的结局；预料中必然的结果"
forgive,"vt. 原谅；免除（债务、义务等）
vi. 表示原谅"
formulation,n. 构想，规划；公式化；简洁陈述
fossilise,v. <主英>使成化石; 使陈腐; 变成化石; 搜集（或发掘）化石标本
fourfold,"adj. 四倍的；四重的；四垒的
adv. 四倍；四重"
fragmentation,n. 破碎；分裂； 存储残片
freeway,n. 高速公路
fringe,"n. 边缘；穗；刘海
adj. 边缘的；附加的
vt. 加穗于"
froth,"n. 泡沫，泡；口沫
vi. 吐白沫；起泡沫
vt. 使生泡沫"
gimmick,"n. 暗机关；骗人的玩意；花招
vt. 使暗机关；搞骗人的玩意"
glacial,adj. 冰的；冰冷的；冰河时代的
gossip,"n. 小道传闻；随笔；爱说长道短的人
vi. 闲聊；传播流言蜚语"
grab,"n. 攫取；霸占；夺取之物
vt. 攫取；霸占；将…深深吸引
vi. 攫取；夺取"
grace,"n. 优雅；恩惠；魅力；慈悲
vt. 使优美"
gratuity,n. 赏钱，小费；赠物； 退职金
grease,"n. 油脂；贿赂
vt. 涂脂于；贿赂"
greet,vt. 欢迎，迎接；致敬，致意；映入眼帘
grenade,"n. 手榴弹；灭火弹
vt. 扔手榴弹；用催泪弹攻击"
gush,"n. 涌出；迸发
v. 涌出；迸出"
gust,"n. 风味；一阵狂风；趣味
vi. 一阵阵地劲吹"
hardwired,"adj. （计算机系统）硬连线的
adj. （能力、方法、活动类型等）基本固定的"
hardy,"n. 强壮的人；耐寒植物；方柄凿
adj. 坚强的；勇敢的；能吃苦耐劳的；鲁莽的"
harmonise,"vt. 使和谐
vi. 和谐（等于harmonize）"
